&Номер КЛАССА&Наименование КЛАССА&Номер БЛОКА&Наименование БЛОКА&КОД&Наименование КОДА 3-х, 4-х и 5-тизначных рубрик 
0&1&Некоторые инфекционные и паразитарные болезни& A00-A09  &Кишечные инфекции&A00&Холера
4331&10&Болезни органов дыхания& J10-J18  &Грипп и пневмония&J18.1&Долевая пневмония неуточненная
4332&10&Болезни органов дыхания& J10-J18  &Грипп и пневмония&J18.2&Гипостатическая пневмония неуточненная
4333&10&Болезни органов дыхания& J10-J18  &Грипп и пневмония&J18.8&Другая пневмония, возбудитель не уточнен
4334&10&Болезни органов дыхания& J10-J18  &Грипп и пневмония&J18.9&Пневмония неуточненная
4335&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20&Острый бронхит
4336&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.0&Острых бронхит, вызванный Mycoplasma pneumoniae
4337&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.1&Острый бронхит, вызванный Haemophilus influenzae [палочкой Афанасьева-Пфейффера]
4338&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.2&Острый бронхит, вызванный стрептококком
4339&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.3&Острый бронхит, вызванный вирусом Коксаки
4340&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.4&Острый бронхит, вызванный вирусом парагриппа
4341&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.5&Острый бронхит, вызванный респираторным синцитиальным вирусом
4342&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.6&Острый бронхит, вызванный риновирусом
4343&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.7&Острый бронхит, вызванный эховирусом
4344&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.8&Острый бронхит, вызванный другими уточненными агентами
4345&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J20.9&Острый бронхит неуточненный
4346&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J21&Острый бронхиолит
4347&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J21.0&Острый бронхиолит, вызванный респираторным синцитиальным вирусом
4348&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J21.8&Острый бронхиолит, вызванный другими уточненными агентами
4349&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J21.9&Острый бронхиолит неуточненный
4350&10&Болезни органов дыхания& J20-J22  &Другие острые респираторные инфекции нижних дыхательных путей&J22&Острая респираторная инфекция нижних дыхательных путей неуточненная
4351&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J30&Вазомоторный и аллергический ринит
4352&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J30.0&Вазомоторный ринит
4353&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J30.1&Аллергический ринит, вызванный пыльцой растений
4354&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J30.2&Другие сезонные аллергические риниты
4355&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J30.3&Другие аллергичекие риниты
4356&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J30.4&Аллергический ринит неуточненный
4357&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J31&Хронический ринит, назофарингит и фарингит
4358&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J31.0&Хронический ринит
4359&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J31.1&Хронический назофарингит
4360&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J31.2&Хронический фарингит
4361&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32&Хронический синусит
4362&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32.0&Хронический верхнечелюстной синусит
4363&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32.1&Хронический фронтальный синусит
4364&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32.2&Хронический этмоидальный синусит
4365&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32.3&Хронический сфеноидальный синусит
4366&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32.4&Хронический пансинусит
4367&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32.8&Другие хронические синуситы
4368&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J32.9&Хронический синусит неуточненный
4369&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J33&Полип носа
4370&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J33.0&Полип полости носа
4371&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J33.1&Полипозная дегенерация синуса
4372&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J33.8&Другие полипы синуса
4373&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J33.9&Полип носа неуточненный
4374&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J34&Другие болезни носа и носовых синусов
4375&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J34.0&Абсцесс, фурункул и карбункул носа
4376&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J34.1&Киста или мукоцеле носового синуса
4377&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J34.2&Смещенная носовая перегородка
4378&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J34.3&Гипертрофия носовой раковины
4379&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J34.8&Другие уточненные болезни носа и носовых синусов
4380&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J35&Хронические болезни миндалин и аденоидов
4381&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J35.0&Хронический тонзиллит
4382&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J35.1&Гипертрофия миндалин
4383&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J35.2&Гипертрофия аденоидов
4384&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J35.3&Гипертрофия миндалин с гипертрофией аденоидов
4385&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J35.8&Другие хронические болезни миндалин и аденоидов
4386&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J35.9&Хроническая болезнь миндалин и аденоидов неуточненная
4387&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J36&Перитонзиллярный абсцесс
4388&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J37&Хронический ларингит и ларинготрахеит
4389&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J37.0&Хронический ларингит
4390&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J37.1&Хронический ларинготрахеит
4391&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38&Болезни голосовых складок и гортани, не классифицированные в других рубриках
4392&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.0&Паралич голосовых складок и гортани
4393&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.1&Полип голосовой складки и гортани
4394&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.2&Узелки голосовых складок
4395&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.3&Другие болезни голосовых складок
4396&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.4&Отек гортани
4397&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.5&Спазм гортани
4398&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.6&Стеноз гортани
4399&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J38.7&Другие болезни гортани
4400&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J39&Другие болезни верхних дыхательных путей
4401&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J39.0&Ретрофарингеальный и парафарингеальный абсцесс
4402&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J39.1&Другой абсцесс глотки
4403&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J39.2&Другие болезни глотки
4404&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J39.3&Реакция повышенной чувствительности верхних дыхательных путей, локализация не уточнена
4405&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J39.8&Другие уточненные болезни верхних дыхательных путей
4406&10&Болезни органов дыхания& J30-J39  &Другие болезни верхних дыхательных путей&J39.9&Болезнь верхних дыхательных путей неуточненная
4407&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J40&Бронхит, не уточненный как острый или хронический
4408&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J41&Простой и слизисто-гнойный хронический бронхит
4409&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J41.0&Простой хронический бронхит
4410&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J41.1&Слизисто-гнойный хронический бронхит
4411&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J41.8&Смешанный, простой и слизисто-гнойный хронический бронхит
4412&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J42&Хронический бронхит неуточненный
4413&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J43&Эмфизема
4414&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J43.0&Синдром Мак-Леода
4415&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J43.1&Панлобулярная эмфизема
4416&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J43.2&Центрилобулярная эмфизема
4417&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J43.8&Другая эмфизема
4418&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J43.9&Эмфизема  легкого    легочная  
4419&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J44&Другая хроническая обструктивная легочная болезнь
4420&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J44.0&Хроническая обструктивная легочная болезнь с острой респираторной инфекцией нижних дыхательных путей
4421&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J44.1&Хроническая обструктивная легочная болезнь с обострением неуточненная
4422&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J44.8&Другая уточненная хроническая обструктивная легочная болезнь
4423&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J44.9&Хроническая обструктивная легочная болезнь неуточненная
4424&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J45&Астма
4425&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J45.0&Астма с преобладанием аллергического компонента
4426&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J45.1&Неаллергическая астма
4427&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J45.8&Смешанная астма
4428&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J45.9&Астма неуточненная
4429&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J46&Астматический статус [status asthmaticus]
4430&10&Болезни органов дыхания& J40-J47  &Хронические болезни нижних дыхательных путей&J47&Бронхоэктатическая болезнь
4431&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J60&Пневмокониоз угольщика
4432&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J61&Пневмокониоз, вызванный асбестом и другими минеральными веществами
4433&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J62&Пневмокониоз, вызванный пылью, содержащей кремний
4434&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J62.0&Пневмокониоз, вызванный тальковой пылью
4435&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J62.8&Пневмокониоз, вызванный другой пылью, содержащей кремний
4436&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63&Пневмокониоз, вызванный другой неорганической пылью
4437&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63.0&Алюминоз  легкого  
4438&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63.1&Бокситный фиброз  легкого  
4439&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63.2&Бериллиоз
4440&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63.3&Графитный фиброз  легкого  
4441&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63.4&Сидероз
4442&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63.5&Станноз
4443&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J63.8&Пневмокониоз, вызванный другой уточненной неорганической пылью
4444&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J64&Пневмокониоз неуточненный
4445&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J65&Пневмокониоз, связанный с туберкулезом
4446&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J66&Болезнь дыхательных путей, вызванная специфической органической пылью
4447&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J66.0&Биссиноз
4448&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J66.1&Болезнь трепальщиков льна
4449&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J66.2&Каннабиноз
4450&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J66.8&Болезнь дыхательных путей, вызванная другой уточненной органической пылью
4451&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67&Гиперсенситивный пневмонит, вызванный органической пылью
4452&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.0&Легкое фермера [сельскохозяйственного работника]
4453&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.1&Багассоз  от пыли сахарного тросника  
4454&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.2&Легкое птицевода
4455&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.3&Субероз
4456&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.4&Легкое работающего с солодом
4457&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.5&Легкое работающего с грибами
4458&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.6&Легкое сборщика коры клена
4459&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.7&Легкое контактирующего с кондиционером и увлажнителями воздуха
4460&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.8&Гиперсенситивные пневмониты, вызванные другой органической пылью
4461&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J67.9&Гиперсенситивный пневмонит, вызванный неуточненной органической пылью
4462&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68&Респираторные состояния, вызванные вдыханием химических веществ, газов, дымов и паров
4463&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68.0&Бронхит и пневмонит, вызванный химическими веществами, газами, дымами и парами
4464&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68.1&Острый легочный отек, вызванный химическими веществами, газами, дымами и парами
4465&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68.2&Воспаление верхних дыхательных путей, вызванных химическими веществами, газами, дымами и парами, не классифицированное в других рубриках
4466&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68.3&Другие острые и подострые респираторные состояния, вызванные химическими ве6ществами, газами, дымами и парами
4467&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68.4&Химические респираторные состояния, вызванные химическими веществами, газами, дымами и парами
4468&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68.8&Другие респираторные состояния, вызванные химическими веществами, газами, дымами и парами
4469&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J68.9&Неуточненные респираторные состояния, вызванные химическими веществами, газами, дымами и парами
4470&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J69&Пневмонит, вызванный твердыми веществами и жидкостями
4471&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J69.0&Пневмонит, вызванный пищей и рвотными массами
4472&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J69.1&Пневмонит, вызванный вдыханием масел и эссенций
4473&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J69.8&Пневмонит, вызванный другими твердыми веществами и жидкостями
4474&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70&Респираторные состояния, вызванные другими внешними агентами
4475&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70.0&Острые легочные проявления, вызванные излучением
4476&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70.1&Хронические и другие легочные проявления, вызванные радиацией
4477&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70.2&Острые интерстициальные легочные нарушения, вызванные лекарственными средствами
4478&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70.3&Хронические интерстициальные легочные нарушения, вызванные лекарственными средствами
4479&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70.4&Легочные интерстициальные нарушения, вызванные лекарственными средствами , неуточненные
4480&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70.8&Респираторные состояния, вызванные другими уточненными внешними агентами
4481&10&Болезни органов дыхания& J60-J70  &Болезни легкого, вызванные внешними агентами&J70.9&Респираторные состояния, вызванные неуточненными внешними агентами
4482&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J80&Синдром респираторного расстройства [дистресса] у взрослого
4483&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J81&Легочный отек
4484&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J82&Легочная эозинофилия, не классифицированная в других рубриках
4485&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J84&Другие интерстициальные легочные болезни
4486&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J84.0&Альвеолярные и парието-альвеолярные нарушения
4487&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J84.1&Другие интерстициальные легочные болезни с упоминанием о фиброзе
4488&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J84.8&Другие уточненные интерстициальные легочные болезни
4489&10&Болезни органов дыхания& J80-J84  &Другие респираторные болезни, поражающие главным образом интерстициальную ткань&J84.9&Интерстициальная легочная болезнь неуточненная
4490&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J85&Абсцесс легкого и средостения
4491&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J85.0&Гангрена и некроз легкого
4492&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J85.1&Абсцесс легкого с пневмонией
4493&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J85.2&Абсцесс легкого без пневмонии
4494&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J85.3&Абсцесс средостения
4495&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J86&Пиоторакс
4496&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J86.0&Пиоторакс с фистулой
4497&10&Болезни органов дыхания& J85-J86  &Гнойные и некротические состояния нижних дыхательных путей&J86.9&Пиоторакс без фистулы
4498&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J90&Плевральный выпот, не классифицированный в других рубриках
4499&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J91*&Плевральный выпот при состояниях, классифицированных в других рубриках
4500&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J92&Плевральная бляшка
4501&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J92.0&Плевральная бляшка с упоминанием об асбестозе
4502&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J92.9&Плевральная бляшка без упоминания об асбестозе
4503&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J93&Пневмоторакс
4504&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J93.0&Спонтанный пневмоторакс напряжения
4505&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J93.1&Другой спонтанный пневмоторакс
4506&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J93.8&Другой пневмоторакс
4507&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J93.9&Пневмоторакс неуточненный
4508&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J94&Другие поражения плевры
4509&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J94.0&Хилусный выпот
4510&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J94.1&Фиброторакс
4511&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J94.2&Гемоторакс
4512&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J94.8&Другие уточненные плевральные состояния
4513&10&Болезни органов дыхания& J90-J94  &Другие болезни плевры&J94.9&Плевральное поражение неуточненное
4514&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95&Респираторные нарушения после медицинских процедур, не классифицированные в других рубриках
4515&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.0&Нарушение функционирования трахеостомы
4516&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.1&Острая легочная недостаточность после торакального оперативного вмешательства
4517&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.2&Острая легочная недостаточность после неторакального оперативного вмешательства
4518&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.3&Хроническая легочная недостаточность вследствие операции
4519&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.4&Синдром Мендельсона
4520&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.5&Стеноз под собственно голосовым аппаратом после медицинских процедур
4521&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.8&Другие респираторные нарушения после медицинских процедур
4522&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J95.9&Респираторное нарушение после медицинских процедур неуточненное
4523&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J96&Дыхательная недостаточность, не классифицированная в других рубриках
4524&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J96.0&Острая респираторная недостаточность
4525&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J96.1&Хроническая респираторная недостаточность
4526&10&Болезни органов дыхания& J95-J99  &Другие болезни органов дыхания&J96.9&Респираторная недостаточность неуточненная
